id,tipo,temp_ar_kelvin,temp_processo_kelvin,velocidade_rotacao_rpm,torque_nm,tipo_falha
6028,2,300.7,311.0,1413,44.3,1
7923,1,300.7,311.9,1462,39.7,1
8724,1,297.2,308.6,1578,34.4,1
8776,0,297.5,308.6,1536,38.7,1
360,2,297.6,308.3,1567,34.6,1
1110,1,296.6,307.5,1557,35.1,1
3690,1,302.1,311.4,1889,22.7,1
8623,1,297.5,308.3,1437,42.3,1
5997,2,300.5,310.2,1386,48.2,5
4172,2,302.2,310.5,1832,23.7,1
851,1,296.3,307.3,1567,31.4,1
9806,1,298.4,309.2,1651,28.5,1
2450,1,299.3,308.8,1772,25.2,1
3217,1,300.5,309.5,1653,27.6,1
2331,2,299.3,308.7,1390,49.3,1
843,2,296.6,307.5,1566,35.0,1
3765,1,302.4,311.0,1329,54.6,1
1318,1,299.0,310.3,1428,46.3,1
659,1,297.7,309.1,1562,36.8,1
6590,2,301.6,310.6,1553,38.9,1
5303,1,303.9,313.1,1491,37.2,1
4994,1,303.8,312.9,1819,23.7,1
6425,2,300.3,310.0,1409,43.2,1
2775,1,300.1,309.4,1559,39.7,1
9604,2,298.9,310.1,1549,40.2,1
554,2,297.4,309.3,1564,36.0,1
2949,1,300.7,309.5,1850,24.5,1
4677,1,303.4,311.5,1879,21.3,1
436,1,297.4,308.3,1493,41.2,1
9842,2,298.3,309.2,1359,51.4,1
229,2,298.3,308.5,1629,37.1,1
6490,2,300.7,309.8,1490,38.8,1
9729,1,298.8,309.8,1563,33.7,1
3590,1,301.7,310.5,2465,13.7,1
4981,2,303.7,312.8,1685,31.8,1
721,1,297.4,308.9,1809,23.8,1
6020,1,300.7,310.8,1519,43.9,1
3675,1,302.2,311.5,1346,52.4,1
6591,1,301.7,310.7,1763,25.9,1
8773,1,297.5,308.6,1621,28.9,1
5141,2,304.3,313.6,1585,32.1,1
4497,2,302.5,310.4,1605,36.0,1
6920,1,301.0,311.5,1444,39.8,1
4048,1,301.9,311.0,1455,46.0,1
748,1,296.8,308.1,1356,48.3,1
864,1,296.0,306.7,1416,44.2,1
7080,1,300.7,310.5,1445,41.1,1
6463,0,300.6,310.0,1483,44.0,1
6858,1,301.1,311.3,1622,35.6,1
6058,1,300.8,310.8,1689,32.9,1
4869,1,303.6,312.4,1418,46.0,1
3525,2,301.8,310.8,1365,48.2,1
1097,1,297.0,307.6,1680,35.8,1
9136,0,297.7,308.8,1404,50.3,1
9483,0,298.8,309.6,1309,57.4,1
4014,2,302.2,311.1,1728,34.0,1
6035,2,300.6,310.8,1389,48.1,1
3160,0,300.4,309.8,1409,47.5,1
1915,1,298.0,307.7,1643,32.3,1
4377,2,301.9,309.6,1551,34.6,1
6713,0,301.4,310.7,1516,36.4,1
8414,2,298.6,309.7,1422,49.7,1
6763,1,301.4,310.8,1362,53.2,1
7854,1,300.3,311.7,1317,56.5,1
826,1,296.6,307.3,1474,40.0,1
2071,1,299.7,309.5,1352,49.7,1
8621,1,297.6,308.5,1475,42.4,1
1627,2,297.9,307.8,1303,59.3,1
2164,1,299.6,309.2,1422,39.8,1
2155,2,299.3,308.9,1767,24.8,1
382,1,297.5,308.5,1546,40.4,1
3478,1,301.8,310.7,1547,41.7,1
6617,2,301.7,310.6,1380,45.8,1
3973,1,302.3,311.4,1511,34.7,1
2156,1,299.3,308.8,1341,47.7,1
139,0,298.8,308.6,1449,49.4,1
4472,1,302.8,310.6,1670,29.1,1
7468,0,300.3,311.6,1463,41.6,1
1099,2,296.9,307.4,1521,37.9,1
5194,0,304.0,313.1,1408,39.8,1
142,1,298.7,308.5,1544,35.2,1
8715,2,297.2,308.6,1444,41.1,1
4456,0,302.4,310.1,1597,28.9,1
5916,2,300.6,310.2,1532,38.7,1
869,2,295.8,306.5,1514,37.7,1
8565,2,298.0,308.7,1614,30.7,1
3539,1,302.0,311.1,1635,36.0,1
9377,0,297.7,308.4,1738,27.7,1
8267,1,299.1,310.6,1818,24.1,1
5065,1,304.0,313.0,1407,42.1,1
212,1,298.5,308.7,1575,33.9,1
7451,1,300.3,311.8,1451,41.0,1
7318,1,299.9,310.3,1638,29.1,1
101,1,298.8,308.9,1852,25.0,1
6284,1,301.3,310.8,1719,29.5,1
7656,1,300.4,311.5,1596,32.5,1
4434,0,302.4,310.2,1435,44.9,1
4330,1,301.6,310.0,1566,30.3,1
4679,0,303.6,311.7,1476,40.1,1
552,1,297.4,309.2,1274,54.3,1
2205,2,299.7,309.1,1352,46.1,1
8097,2,300.2,311.7,1555,37.4,1
7349,0,299.7,310.3,1462,40.4,1
8010,0,300.9,312.0,2129,17.8,1
3138,1,300.4,309.9,1567,36.5,1
4991,1,303.9,313.2,1393,46.5,1
7374,1,299.6,310.1,1553,38.0,1
7736,1,300.6,312.0,1406,55.1,1
2271,1,299.3,308.6,1437,48.1,1
9454,0,298.2,309.0,1360,56.8,1
3523,1,301.8,311.0,1651,32.5,1
5455,1,303.0,312.5,1461,40.2,1
9956,2,298.2,307.9,1462,38.8,1
412,1,297.5,308.7,1429,44.3,1
9771,0,298.6,309.5,1584,31.8,1
905,0,295.7,306.2,1458,49.8,1
1945,1,298.1,308.1,1791,27.3,1
1128,2,296.7,307.8,1672,32.4,1
8082,1,300.2,311.6,1356,53.5,1
3647,2,302.2,311.5,1863,25.7,1
4975,1,303.8,312.7,1414,41.7,1
4454,1,302.4,310.2,1400,53.7,1
1345,1,298.5,310.1,1809,28.9,1
4751,2,303.2,311.2,1688,31.9,1
2988,2,300.6,309.8,1659,28.9,1
4671,1,303.2,311.4,1610,35.5,1
1328,1,298.8,310.2,1814,26.8,1
7577,2,300.3,311.1,1477,44.2,1
3,1,298.1,308.5,1498,49.4,1
7483,2,300.2,311.6,1510,47.5,1
6571,1,301.4,310.6,1634,31.1,1
6855,1,301.0,311.2,1511,42.9,1
2110,2,299.3,309.0,1496,43.4,1
9071,1,297.1,308.2,1427,45.2,1
1770,1,298.4,307.9,1981,23.2,1
3355,1,301.6,310.9,1559,40.2,1
2432,2,298.9,308.2,1411,51.3,1
5498,2,302.9,312.5,1551,40.0,1
6531,0,301.3,310.6,1605,32.5,1
6280,1,301.3,310.8,1432,54.4,1
4034,1,302.1,310.8,1772,27.1,1
1788,1,298.4,308.2,1364,45.9,1
4747,1,303.2,311.2,1427,45.6,1
9022,2,297.4,308.2,1536,34.6,1
1884,2,298.0,307.6,1472,46.7,1
5753,0,302.3,311.8,1804,25.0,1
9791,1,298.6,309.5,1483,43.2,1
8083,0,300.1,311.5,1422,46.2,1
7146,1,300.5,310.0,1413,44.5,1
8519,2,298.3,309.6,1681,27.1,1
9653,2,299.0,310.0,1488,46.3,1
7513,2,300.5,311.8,1636,34.4,1
8680,1,297.3,308.5,1456,54.2,1
6056,1,300.7,310.8,1475,42.0,1
4379,2,301.9,309.6,1385,45.8,1
6634,2,301.5,310.5,1737,29.3,1
2009,1,298.5,308.3,1811,24.7,1
8155,1,299.6,310.7,1393,52.1,1
8948,2,297.3,308.2,1452,38.2,1
6105,2,300.8,310.8,1461,41.3,1
5799,1,301.5,310.9,1600,39.0,1
2709,1,299.6,309.1,2266,15.3,1
7558,2,300.4,311.5,1750,27.3,1
3107,1,299.8,309.1,1485,39.9,1
573,1,297.8,309.9,1351,49.0,1
6424,2,300.3,310.0,1537,37.5,1
8534,2,298.6,309.4,1465,41.1,1
5797,1,301.7,311.1,1399,55.1,1
8032,1,300.7,312.0,1550,32.4,1
6324,1,300.7,310.1,1351,46.9,1
3828,2,302.4,310.9,1469,41.6,1
1278,2,298.2,309.4,1408,46.5,1
4452,1,302.5,310.3,1549,40.9,1
9061,0,297.2,308.3,1453,45.8,1
8462,1,298.7,309.9,1446,43.3,1
9762,1,298.6,309.7,1703,26.1,1
9471,0,298.6,309.4,1439,47.1,1
9159,0,297.4,308.4,1487,46.2,1
5828,1,301.3,311.1,1624,40.9,1
4986,2,303.8,313.0,1789,23.5,1
3841,1,302.4,311.0,1610,33.1,1
3072,1,300.0,309.0,2174,16.9,1
6611,1,301.5,310.4,1543,34.0,1
7160,1,300.1,310.0,1511,41.7,1
3404,1,301.3,310.5,1337,52.7,1
7224,1,299.8,309.6,1374,51.6,1
7975,1,301.2,312.3,1528,38.4,1
2225,2,299.7,309.0,1645,31.9,1
8530,2,298.5,309.4,1522,47.4,1
1427,2,298.7,309.7,1622,34.6,1
3957,2,302.3,311.4,1500,40.2,1
3800,1,302.2,310.9,1506,34.0,1
8038,1,300.7,311.8,1603,34.1,1
4753,0,303.3,311.3,1502,39.5,1
5217,2,303.7,312.7,1316,51.8,2
874,1,295.9,306.4,1892,21.7,1
6507,0,301.0,310.1,1454,44.1,1
936,2,295.5,306.0,1641,36.6,1
123,1,299.0,308.8,1310,50.7,1
3348,1,301.3,310.6,1529,41.8,1
2962,1,300.6,309.4,1654,32.8,1
4177,2,302.3,310.7,1544,39.7,1
6754,1,301.6,310.9,1385,50.7,1
6874,1,301.0,311.4,1478,39.5,1
5396,1,302.8,312.4,1529,36.8,5
1613,2,297.9,307.9,1540,39.8,1
6851,2,301.0,311.2,1521,35.8,1
8033,1,300.8,312.0,1416,46.5,1
1419,1,298.8,309.9,1320,47.4,0
1756,1,298.0,307.3,1424,46.5,1
2026,1,298.7,308.5,1469,39.9,1
7765,2,300.4,311.7,1555,38.7,1
1773,1,298.4,308.0,1508,47.9,1
5732,1,302.2,311.6,1872,20.4,1
2233,1,299.5,308.6,1672,30.5,1
2912,2,300.7,309.5,1352,44.0,1
349,1,297.6,308.3,1617,31.7,1
1472,1,298.5,309.6,1421,53.6,1
7653,1,300.3,311.4,1346,51.1,1
7002,1,300.5,310.5,1564,38.2,1
1101,0,296.8,307.5,1695,30.0,1
8857,2,297.7,308.9,1327,63.7,1
5726,2,302.3,311.8,1557,34.1,1
886,1,295.7,306.2,1397,52.0,1
8969,1,297.1,307.8,1454,50.6,1
2995,1,300.5,309.8,1461,52.5,1
20,2,298.9,309.3,1632,32.5,1
4558,1,302.7,310.6,1686,26.3,1
4370,0,302.0,309.9,1735,27.2,1
7419,2,300.2,311.4,1427,39.7,1
4236,1,302.2,310.8,1438,41.4,1
3888,1,302.4,311.2,1448,50.5,1
1015,1,296.2,307.2,1445,41.8,1
1439,1,298.8,309.9,1482,39.1,1
5144,2,304.3,313.5,1525,42.0,1
7521,1,300.2,311.6,1529,35.5,1
903,1,295.6,306.1,1383,48.7,1
1476,2,298.4,309.5,1519,35.4,1
3578,2,301.6,310.4,1455,39.0,1
5902,1,301.0,310.7,1464,45.8,1
8603,1,297.4,308.1,1729,31.7,1
3265,0,301.3,310.1,1455,44.1,1
8836,0,297.4,308.8,1324,53.5,1
5708,1,302.4,311.8,1448,43.4,1
6435,2,300.3,309.9,1494,38.5,1
5763,1,301.8,311.2,1334,52.3,1
7891,1,300.8,312.4,1767,25.6,1
3050,1,300.1,309.2,1326,55.9,1
7615,1,300.5,311.4,1432,47.5,1
7966,1,301.1,312.3,1464,35.3,1
6504,2,300.9,309.9,1465,42.9,1
2209,0,299.8,309.2,1435,42.6,1
6936,1,300.7,311.2,1878,24.3,1
2999,1,300.5,309.7,1616,34.5,1
2947,2,300.7,309.5,1622,30.5,1
4235,0,302.2,310.9,1522,35.9,1
7228,1,299.7,309.6,1720,27.1,1
3258,1,301.2,309.9,1984,19.7,1
4155,2,302.0,310.4,1828,26.3,1
1205,1,296.9,308.0,1521,34.5,1
3932,2,302.7,311.7,1784,25.1,1
1081,1,297.0,307.8,1774,28.0,1
9900,1,298.7,309.2,1586,31.4,1
5913,2,300.7,310.3,1659,29.8,1
4675,1,303.4,311.5,1414,44.8,1
1251,1,297.3,308.7,1549,36.1,1
5308,1,304.0,313.3,1530,34.8,1
1890,0,297.7,307.4,1432,40.2,1
6385,0,300.1,309.6,1463,45.1,1
5158,0,304.1,313.3,1397,49.6,1
5930,1,300.3,310.2,1471,45.2,1
3626,2,302.1,311.4,1467,43.4,1
3983,1,302.2,311.3,1475,48.6,1
6163,1,301.0,310.8,1558,34.9,1
8156,1,299.5,310.8,1283,52.4,1
4924,2,303.4,312.2,1972,23.5,1
6829,1,301.0,310.9,1392,52.9,1
1650,0,298.0,307.9,1482,37.8,1
5879,1,301.4,311.0,1533,45.8,1
660,1,297.6,309.1,1449,49.1,1
9708,1,299.0,310.1,1699,32.9,1
9684,2,299.0,310.0,1338,56.4,1
441,1,297.4,308.5,1389,39.2,1
1639,1,297.9,307.8,1397,45.0,1
77,1,298.8,308.9,1461,47.9,1
6497,1,300.7,309.9,1815,27.0,1
4963,2,304.0,312.7,1456,51.2,1
5608,2,302.9,312.2,1745,25.5,1
5838,2,301.3,311.1,1834,25.4,1
6510,1,301.1,310.1,1564,36.8,1
6454,1,300.7,310.2,1807,24.2,1
2685,1,299.8,309.4,1460,37.4,1
9542,2,299.5,310.8,1754,31.3,1
6520,1,301.1,310.1,1417,46.9,1
742,1,296.9,308.3,1513,38.8,1
1233,1,297.2,308.6,1500,37.1,1
1618,1,297.8,307.8,1563,34.3,1
8128,2,300.1,311.3,1650,33.8,1
6718,2,301.4,310.6,1464,48.6,1
5107,1,304.0,313.3,1519,36.7,1
3377,2,301.5,310.8,1385,47.5,1
2104,2,299.3,309.1,1376,46.7,1
862,2,296.1,306.9,1951,23.3,1
4827,1,303.4,311.8,2268,15.8,1
1654,1,298.0,307.8,1386,57.3,1
7114,1,300.9,310.4,1561,32.7,1
3536,0,301.9,311.0,1672,29.9,1
317,1,297.8,308.4,1714,33.2,1
9372,1,297.7,308.4,1289,51.3,1
7694,1,300.6,311.6,1964,21.4,1
7279,0,300.0,310.1,1714,28.7,1
4176,1,302.3,310.7,1612,33.4,1
7731,1,300.6,311.9,1472,44.2,1
1485,2,298.0,309.0,1562,39.2,1
1651,2,298.0,307.9,1417,51.0,1
7908,1,300.8,312.3,1858,26.3,1
7213,2,299.8,309.7,1705,28.5,1
9808,1,298.2,309.0,1413,55.0,1
3241,1,300.9,309.5,1612,35.2,1
8981,1,297.0,307.6,1513,42.4,1
8450,1,298.4,309.9,1725,27.8,1
3162,1,300.4,309.8,1314,63.1,1
2189,1,299.7,309.3,1420,44.1,1
4995,2,303.5,312.6,1642,29.4,1
9736,1,299.0,310.1,1444,47.7,1
1861,1,297.8,307.6,1607,30.3,1
4116,0,302.0,310.6,1346,54.7,1
6761,1,301.5,310.9,1451,40.6,1
3248,2,301.0,309.8,1594,31.1,1
14,2,298.6,309.2,1742,30.0,1
6762,1,301.5,310.9,1400,50.8,1
5091,2,303.9,313.2,1570,40.7,1
2021,0,298.7,308.4,1560,33.3,1
1465,1,298.8,310.0,1412,46.3,1
9570,2,299.8,311.0,1948,20.0,1
8646,2,297.6,308.6,1492,35.5,1
9196,1,297.9,309.0,1532,37.6,1
7181,2,300.2,310.2,1628,30.3,1
2542,0,299.1,308.8,1553,32.6,1
3347,1,301.3,310.7,1761,24.3,1
3149,0,300.4,309.8,1448,39.7,1
6251,1,300.8,310.2,1520,37.7,1
3183,2,300.1,309.3,1443,50.3,1
9093,1,297.3,308.1,1568,34.4,1
9634,0,299.1,310.1,1421,41.2,1
8472,1,298.6,309.8,1332,46.4,1
21,0,298.9,309.3,1375,42.7,1
5509,1,302.9,312.2,1367,55.1,1
8091,1,300.1,311.4,1910,23.0,1
6934,1,300.8,311.4,1492,40.6,1
5725,1,302.3,311.8,1433,50.3,1
6721,1,301.3,310.6,1458,48.0,1
6748,2,301.8,311.1,1597,29.8,1
834,1,296.6,307.4,1616,28.0,1
9380,1,297.5,308.2,1419,48.5,1
7785,1,300.3,311.5,1403,60.1,1
3084,1,300.1,309.3,1712,28.5,1
3573,1,301.8,310.6,1451,50.7,1
4574,0,302.8,311.0,1436,43.5,1
288,1,298.2,308.3,1805,31.6,1
8820,0,297.4,308.7,1349,48.9,1
9844,1,298.3,309.2,1383,52.1,1
6171,0,300.8,310.5,1559,40.1,1
8685,1,297.2,308.5,1588,40.4,1
6906,2,301.0,311.5,1550,34.9,1
5338,2,303.3,312.6,1482,44.4,1
1498,1,298.0,308.7,1629,34.3,1
4692,1,303.5,311.5,1535,33.3,1
8163,1,299.6,311.0,1574,35.0,1
203,2,298.4,308.5,1636,35.7,1
9352,1,298.3,308.8,1645,30.4,1
5818,1,301.3,311.0,1542,35.1,1
4955,1,303.7,312.6,1702,29.1,1
7497,1,300.2,311.8,1464,44.5,1
8779,1,297.5,308.7,1454,45.0,1
6347,1,300.2,309.7,1275,60.7,1
6745,2,301.7,311.0,1298,58.1,1
4846,2,303.3,311.8,1583,33.3,1
3005,2,300.5,309.9,1466,53.2,1
5874,2,301.5,311.1,1396,43.5,1
3078,1,300.1,309.3,1841,23.0,1
5953,1,300.7,310.8,1563,33.8,1
2004,2,298.5,308.2,1564,37.5,1
4443,1,302.5,310.2,1563,34.8,1
3664,2,302.3,311.7,1442,41.7,1
2974,2,300.6,309.3,1510,46.0,1
9755,2,298.5,309.7,1552,34.0,1
6589,1,301.6,310.7,1457,40.4,1
8364,1,298.8,309.7,1582,45.0,1
7097,1,300.6,310.2,1489,47.8,1
518,2,297.5,309.4,1391,58.2,1
9916,2,298.5,308.7,1662,28.3,1
4473,1,302.7,310.6,1501,48.7,1
6653,0,301.5,310.4,1580,35.7,1
9082,1,297.3,308.0,1527,35.1,1
850,0,296.4,307.4,1586,35.5,1
2769,1,300.0,309.5,1675,30.2,1
5650,2,302.5,311.9,1414,51.6,1
76,1,298.8,308.9,1379,46.7,1
1383,1,298.8,310.1,1653,30.3,1
8062,2,300.2,311.6,1465,41.4,1
1055,0,296.8,307.8,1627,30.5,1
1844,1,297.6,307.1,1496,39.2,1
7423,1,300.0,311.2,1351,44.1,1
2727,2,299.8,309.4,1423,42.9,1
551,1,297.4,309.2,1698,29.4,1
9312,1,298.4,309.4,1540,43.2,1
7919,1,300.8,312.1,1505,41.3,1
6613,1,301.6,310.6,1222,70.0,3
9790,1,298.6,309.6,1715,28.4,1
354,0,297.5,308.3,1674,30.0,1
876,2,295.8,306.3,1444,45.5,1
7227,1,299.7,309.6,1399,51.3,1
6975,1,300.7,311.0,1318,48.2,1
9182,1,297.9,309.1,1521,36.1,1
1706,2,298.1,307.8,1608,32.6,1
3454,1,301.5,310.4,1425,54.4,1
8955,1,297.3,308.0,1447,49.0,1
1106,2,296.6,307.5,1734,27.0,1
6132,0,301.0,311.0,1640,37.6,1
8235,1,299.2,310.6,1534,39.7,1
5033,2,304.0,313.1,1694,31.4,1
3381,1,301.4,310.7,1590,36.3,1
3283,1,301.2,309.9,1515,40.9,1
55,1,298.7,309.0,1691,30.1,1
158,0,298.4,308.2,1478,43.5,1
1379,0,298.8,310.2,1455,44.9,1
6926,2,301.1,311.6,1266,55.5,2
2120,2,299.3,308.9,1858,24.7,1
9397,1,297.8,308.3,1498,47.3,1
2869,1,300.8,309.7,1418,46.6,1
893,1,295.7,306.1,1343,54.4,1
2783,2,300.2,309.6,1491,41.8,1
3378,0,301.5,310.8,1591,29.6,1
7220,2,299.8,309.7,1556,37.7,1
2465,2,298.9,308.5,1534,42.9,1
5749,2,302.2,311.7,1576,34.0,1
1178,2,297.2,308.3,1604,39.4,1
2752,1,299.7,309.1,1417,50.1,1
9117,0,297.6,308.7,1659,32.1,1
35,2,298.8,309.1,1559,34.7,1
4066,2,301.9,310.7,1511,37.6,1
6935,1,300.8,311.4,1536,40.9,1
2700,1,299.9,309.4,1363,60.9,1
6244,1,301.0,310.4,2204,16.6,1
1370,2,298.7,310.3,1481,41.5,1
6715,1,301.3,310.6,1440,53.8,1
8233,1,299.1,310.6,1326,49.7,1
5768,2,301.6,311.2,1415,46.5,1
1126,2,296.7,307.8,1375,51.4,1
3551,2,301.9,311.0,1432,41.5,1
895,1,295.6,306.2,1426,48.6,1
5082,2,304.1,313.3,1494,39.0,1
6188,1,301.0,311.0,1437,56.0,1
4200,2,302.5,311.1,1638,32.0,1
4175,1,302.3,310.7,1499,37.8,1
9722,1,298.8,309.8,1490,40.6,1
5349,1,303.3,312.6,1623,34.6,1
7876,1,300.7,312.3,1898,24.0,1
7190,1,300.4,310.4,1486,46.3,1
4990,1,303.9,313.2,1499,37.4,1
6198,1,300.9,310.8,1493,45.8,1
8238,1,299.1,310.6,1796,26.0,1
1754,1,298.2,307.5,1470,51.3,1
2330,1,299.3,308.7,1484,40.5,1
6265,1,300.9,310.4,1541,39.1,1
7602,1,300.4,311.2,1351,62.0,1
5247,1,303.5,313.0,1465,41.0,1
3965,2,302.3,311.6,1668,33.2,1
6662,2,301.3,310.4,1501,39.8,1
9382,2,297.5,308.1,1480,42.4,1
9142,1,297.5,308.5,1597,36.4,1
3609,2,301.7,310.8,1954,21.6,1
7175,1,300.2,310.2,1530,48.5,1
3007,1,300.4,309.7,1488,35.7,1
4638,2,303.1,311.3,1847,24.7,1
8222,2,299.1,310.5,1428,43.0,1
3434,2,301.6,310.6,1924,23.6,1
4501,1,302.6,310.4,1638,36.2,1
3826,0,302.2,310.7,1413,48.9,1
7994,1,301.1,312.3,1595,31.9,1
1699,1,297.9,307.6,1481,38.0,1
2034,0,298.8,308.5,1359,47.6,1
2636,0,299.9,309.6,1462,51.0,1
2460,1,299.0,308.6,1297,54.2,1
1870,2,298.3,308.1,1630,32.7,1
9114,1,297.6,308.6,1744,28.5,1
1414,2,298.7,309.8,1528,36.7,1
5384,1,302.8,312.3,1504,40.3,1
2830,1,300.3,309.3,1612,36.0,1
4570,1,302.8,310.9,1636,35.0,1
3669,1,302.3,311.7,1510,38.7,1
4268,1,302.6,311.0,1520,42.8,1
1826,2,298.0,307.5,1784,27.8,1
9112,1,297.6,308.6,1351,51.0,1
3414,1,301.3,310.3,1560,36.3,1
7698,1,300.5,311.4,1400,45.1,1
6059,2,300.9,310.9,1636,35.3,1
6165,0,300.9,310.7,1656,30.7,1
5087,1,304.0,313.0,1541,45.9,1
4563,1,302.7,310.7,1398,57.7,1
5597,2,302.7,312.0,1538,36.7,1
4225,1,302.0,310.7,1698,28.1,1
3221,2,300.7,309.6,1525,36.5,1
2329,1,299.3,308.7,1579,36.3,1
2694,2,300.1,309.6,1622,36.1,1
1949,1,298.1,308.1,1410,45.8,1
1376,2,298.8,310.3,1528,37.1,1
9462,2,298.4,309.2,1414,46.4,1
7783,2,300.4,311.6,1518,36.4,1
4964,1,303.9,312.7,1789,24.4,1
1697,1,297.9,307.6,1550,39.0,1
5720,1,302.3,312.0,1398,43.3,1
3171,2,300.4,309.7,1685,32.3,1
667,1,297.5,309.0,1470,43.5,1
4997,2,303.6,312.8,1400,43.2,1
3575,1,301.7,310.6,1406,46.0,1
750,1,296.6,308.0,1978,22.3,1
6900,1,300.9,311.6,1671,33.5,1
8904,2,297.4,308.7,1382,49.9,1
489,1,297.4,309.2,1584,42.8,1
9457,1,298.5,309.3,1630,33.3,1
3709,1,302.1,311.4,1549,44.6,1
5676,2,302.3,311.7,1453,42.5,1
7983,1,301.0,312.3,1488,42.6,1
1487,2,298.2,309.2,1524,34.6,1
6323,2,300.7,310.1,1483,40.2,1
5632,1,302.8,312.2,1515,36.8,1
7677,1,300.6,311.7,1448,49.1,1
1204,0,297.0,308.1,1410,47.6,1
4273,1,302.5,310.8,1577,36.9,1
8537,2,298.6,309.5,1426,45.4,1
8477,1,298.5,309.6,1585,32.2,1
9685,0,298.9,309.9,1376,51.0,1
8600,1,297.6,308.4,1460,40.3,1
409,2,297.4,308.6,1434,44.4,1
7341,1,299.7,310.3,1386,46.6,1
2146,1,299.3,308.8,1550,45.8,1
5486,1,302.6,312.1,1344,51.0,1
9350,2,298.2,308.7,1599,36.2,1
6104,1,300.8,310.8,1407,45.1,1
4795,1,303.6,312.6,1699,27.9,1
9232,1,298.2,309.1,1539,36.5,1
776,1,296.7,307.8,1453,46.0,1
5378,1,302.9,312.4,2030,19.1,1
9038,1,297.3,308.2,1896,24.4,1
9473,2,298.7,309.4,1375,48.3,1
3466,2,301.8,310.7,1383,45.7,1
2197,2,299.7,308.9,1551,35.4,1
4411,1,302.5,310.2,1586,32.2,1
9263,2,298.3,309.1,1404,47.0,1
5200,1,303.8,312.8,1503,40.0,1
7229,0,299.8,309.7,1368,47.4,1
9229,2,298.1,309.1,1572,37.5,1
9667,2,299.1,310.3,1838,24.0,5
1979,1,298.0,307.7,1442,43.6,1
8893,1,297.6,308.8,1475,43.0,1
7613,2,300.5,311.4,1743,27.6,1
8239,1,299.1,310.4,1519,45.3,1
8166,1,299.6,311.0,1552,33.2,1
1781,1,298.5,308.2,1595,32.3,1
5343,2,303.5,312.8,1375,45.7,1
8361,1,298.6,309.6,1540,35.8,1
9446,2,298.2,309.0,1446,45.8,1
267,0,298.0,308.1,1440,43.7,1
9734,2,298.9,310.1,1442,42.9,1
4490,1,302.5,310.4,1487,40.2,1
228,1,298.3,308.5,1539,36.1,1
8531,2,298.5,309.3,1615,31.8,1
594,1,297.5,309.6,1312,50.7,1
7794,1,300.1,311.5,1434,40.8,1
2139,1,299.3,309.0,1734,30.6,1
8649,2,297.4,308.4,1478,46.2,1
24,1,299.0,309.4,1758,25.7,1
4341,2,301.7,309.9,1533,40.9,1
2149,1,299.4,308.9,1583,34.1,1
1490,2,298.2,309.0,1723,26.6,1
4317,1,301.5,310.1,1639,33.4,1
912,2,295.6,306.1,1490,42.7,1
4818,1,303.5,312.1,1674,30.8,1
4499,0,302.6,310.4,1614,36.0,1
5151,1,304.3,313.5,1590,29.8,1
1272,0,298.0,309.4,1490,40.5,1
4089,1,301.9,310.5,1477,42.4,1
338,1,297.6,308.3,1742,27.7,1
5770,1,301.7,311.3,1348,51.0,1
9928,1,298.5,308.6,1522,36.9,1
1102,0,296.7,307.5,1607,33.6,1
9116,2,297.6,308.6,1444,48.2,1
3718,0,302.3,311.4,1443,44.1,1
7204,2,299.8,309.6,1434,48.0,1
9191,2,298.0,309.0,1439,38.5,1
5540,0,302.3,311.7,1482,39.0,1
8076,1,300.4,312.0,1366,43.0,1
7192,1,300.3,310.3,1629,34.1,1
9249,2,298.3,309.1,1488,40.6,1
6968,2,300.8,311.2,1365,51.7,1
468,1,297.2,308.5,2182,16.5,1
8278,0,298.8,310.5,1294,55.8,1
4765,2,303.7,312.0,1402,48.6,1
5080,2,304.2,313.4,1411,54.8,1
1203,2,297.0,308.1,1355,51.4,1
2423,1,298.8,308.2,1443,53.4,1
2121,0,299.2,308.8,1908,21.3,1
6869,1,301.0,311.2,1363,46.3,1
7963,1,301.0,312.2,1372,47.0,1
8507,1,298.4,309.6,1710,27.3,1
4731,1,303.3,311.7,1508,35.5,1
3446,2,301.6,310.6,1599,36.1,1
8751,1,297.3,308.5,1764,30.8,1
7452,1,300.3,311.8,1508,43.1,1
7357,1,299.6,310.2,1333,51.2,1
5206,1,303.7,312.7,1468,43.3,1
7617,2,300.6,311.4,1468,40.4,1
3411,1,301.2,310.3,1451,39.7,1
6966,1,300.7,311.0,1312,52.1,1
383,1,297.5,308.5,1335,48.0,1
8967,1,297.1,307.8,1636,30.3,1
8718,1,297.1,308.7,1474,42.3,1
7598,1,300.5,311.0,2074,18.9,1
5172,2,304.2,313.4,1329,54.5,1
1298,1,298.8,309.9,1428,42.4,1
8692,1,297.1,308.5,1555,36.2,1
7375,1,299.5,310.0,1379,50.4,1
3961,1,302.2,311.4,1390,48.1,1
346,1,297.5,308.3,1585,32.9,1
264,2,298.0,308.1,1587,32.3,1
7958,0,300.9,311.9,2140,16.5,1
276,1,298.0,308.0,1401,54.7,1
9679,2,299.1,310.2,1711,28.1,1
1194,1,297.1,308.2,1347,50.8,1
608,2,298.0,309.9,1565,33.9,1
8556,1,298.2,309.0,1596,37.2,1
7179,1,300.2,310.2,1600,31.5,1
1137,1,296.9,307.8,1557,38.1,1
6151,1,301.1,311.1,1711,29.1,1
878,2,295.6,306.2,1584,33.6,1
